,Time,latitude,longitude,Depth,Total Log,Heading,STW,COG,SOG,TWD,TWA,TWS,AWA,AWS,AWS (max),Water Temperature,date,speed_delta,distance,log_entry,data,havens,vertrekhaven,tussenstop,aankomsthaven
1063,2025-06-27 17:42:00,52.6334683,5.3056967,3.02,385.6,155.7,4.9,163.4,5.7,189.0,33.3,11.4,23.5,15.8,15.8,20.0,2025-06-27,-0.20000000000000018,0.4753296913879973,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1064,2025-06-27 17:47:00,52.6258933,5.30992,3.18,386.0,137.2,4.7,159.1,5.5,181.4,44.2,8.7,29.0,12.5,12.5,20.0,2025-06-27,0.09999999999999964,0.48055169111672974,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1065,2025-06-27 17:52:00,52.618985,5.314985,3.24,386.5,,5.1,159.9,5.6,198.6,38.7,7.7,23.5,12.1,12.7,20.0,2025-06-27,,0.4543936728607715,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1066,2025-06-27 17:57:00,52.6118233,5.3193117,3.77,,,,,,,,,,,,,2025-06-27,,0.45839804531013517,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1067,2025-06-27 18:02:00,52.605045,5.3248683,3.74,,,,,,,,,,,,,2025-06-27,,0.454998501886291,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1068,2025-06-27 18:07:00,52.599525,5.331605,3.96,387.6,135.2,4.7,162.3,5.6,158.6,23.4,9.1,15.5,13.6,15.0,20.0,2025-06-27,0.0,0.41289038390573607,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1069,2025-06-27 18:12:00,52.5922533,5.33581,4.25,388.0,124.0,4.5,154.8,5.6,181.8,57.8,7.7,37.0,10.8,12.8,19.5,2025-06-27,-0.09999999999999964,0.4631421831265959,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1070,2025-06-27 18:17:00,52.5863067,5.3432317,4.39,388.5,,5.1,142.8,5.5,230.9,88.1,8.2,57.0,9.8,12.5,20.0,2025-06-27,-0.5,0.4484462967149232,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1071,2025-06-27 18:22:00,52.5819467,5.3518083,5.76,388.8,102.0,4.0,122.0,5.0,210.7,108.7,9.1,83.0,8.7,8.7,20.0,2025-06-27,0.20000000000000018,0.40829298782872464,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1072,2025-06-27 18:27:00,52.5781967,5.3606317,4.39,389.1,120.1,4.5,132.0,5.2,212.3,92.2,7.9,62.0,9.0,10.3,20.0,2025-06-27,-3.3000000000000003,0.39317049444907287,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1073,2025-06-27 18:32:00,52.574425,5.367835,4.68,389.5,328.8,1.6,339.1,1.9,215.9,-112.9,12.0,-105.5,11.5,13.3,20.0,2025-06-27,2.1999999999999997,0.34722397206622957,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1074,2025-06-27 18:37:00,52.5805133,5.368205,3.3,389.8,26.8,3.4,34.9,4.1,215.2,-171.6,8.8,-166.5,5.5,6.3,20.0,2025-06-27,-3.0999999999999996,0.3661056178918405,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1075,2025-06-27 18:42:00,52.5834967,5.3681417,3.44,390.0,338.5,0.0,352.8,1.0,236.0,-102.5,6.6,-102.5,6.6,7.2,20.0,2025-06-27,-0.30000000000000004,0.17929243465525485,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1076,2025-06-27 18:47:00,52.5831533,5.3674617,3.29,390.0,231.5,0.0,253.4,0.7,228.0,-3.5,7.6,-3.5,7.6,7.6,20.0,2025-06-27,-0.7,0.03228413175282852,2025-06-27 - Hoorn - Enkhuizen - Marker Wadden.md,2025-06-27,- Hoorn - Enkhuizen - Marker Wadden, Hoorn , Enkhuizen , Marker Wadden
1077,2025-06-28 10:47:00,52.5831517,5.36737,3.23,390.0,,0.0,,0.0,,,,-45.0,10.0,10.4,19.5,2025-06-28,2.8,0.003349555700647639,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1078,2025-06-28 11:13:00,52.5832633,5.3673267,3.08,390.0,354.4,3.1,350.8,2.8,207.2,-147.2,14.9,-140.5,12.7,13.5,19.5,2025-06-28,1.2000000000000002,0.00689006865386854,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1079,2025-06-28 11:18:00,52.5810733,5.3688733,3.44,390.1,172.7,3.4,172.5,4.0,188.0,15.3,10.0,11.0,13.9,14.2,19.5,2025-06-28,-2.0,0.1432053053127122,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1080,2025-06-28 11:23:00,52.5783883,5.368205,3.95,390.3,233.1,2.6,208.6,2.0,196.4,-36.7,12.9,-32.0,14.6,16.2,19.5,2025-06-28,2.0999999999999996,0.16318118193185446,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1081,2025-06-28 11:28:00,52.57501,5.3680233,4.1,390.6,178.2,3.6,176.1,4.1,197.0,18.8,11.7,14.0,15.7,15.9,19.5,2025-06-28,0.40000000000000036,0.2031161502099899,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1082,2025-06-28 11:33:00,52.57482,5.365645,5.15,391.0,,4.0,327.8,4.5,214.9,-112.9,14.6,-95.0,13.5,15.2,19.5,2025-06-28,0.7000000000000002,0.08760068980628584,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1083,2025-06-28 11:38:00,52.5801883,5.3587917,4.6,391.2,,4.4,315.9,5.2,208.3,-107.6,14.6,-87.0,13.9,16.3,19.5,2025-06-28,-0.10000000000000053,0.4082834913655849,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1084,2025-06-28 11:43:00,52.585525,5.3517583,4.7,391.6,,3.0,321.6,5.1,212.6,-109.0,15.7,-90.0,14.9,17.1,19.5,2025-06-28,-0.1999999999999993,0.41084404303418814,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1085,2025-06-28 11:48:00,52.5907233,5.3446017,4.73,392.0,335.2,4.0,317.2,4.9,220.4,-114.8,17.1,-98.5,15.7,15.7,19.5,2025-06-28,0.2999999999999998,0.407237096750393,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1086,2025-06-28 11:53:00,52.5962633,5.3368267,4.41,392.3,337.9,4.0,320.9,5.2,221.6,-116.3,14.5,-95.5,13.1,14.7,19.5,2025-06-28,-0.2999999999999998,0.43746907455217543,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1087,2025-06-28 11:58:00,52.6016983,5.32981,4.49,392.6,334.1,4.4,322.7,4.9,221.7,-112.4,15.5,-94.0,14.4,15.9,19.5,2025-06-28,-0.20000000000000018,0.4150364809784656,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1088,2025-06-28 12:03:00,52.60686,5.32319,4.13,393.0,334.6,4.4,318.3,4.7,227.8,-106.8,15.8,-89.5,15.2,15.2,19.5,2025-06-28,0.2999999999999998,0.39316244131819034,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1089,2025-06-28 12:08:00,52.6118817,5.3168583,4.04,393.3,336.1,3.8,318.5,5.0,229.1,-107.0,16.9,-90.0,16.2,16.2,19.5,2025-06-28,0.20000000000000018,0.38005660555881626,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1090,2025-06-28 12:13:00,52.6171133,5.3098067,3.93,393.7,,4.4,319.4,5.2,213.3,-106.1,17.1,-88.5,16.5,16.5,19.5,2025-06-28,0.0,0.40623643077094845,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1091,2025-06-28 12:18:00,52.6221883,5.30259,3.71,394.0,,0.3,314.4,5.2,207.2,-107.2,16.4,-89.0,15.7,15.7,19.5,2025-06-28,-0.2999999999999998,0.4028889343811793,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1092,2025-06-28 12:23:00,52.627055,5.29463,0.0,394.3,322.8,0.0,307.7,4.9,218.4,-104.4,21.8,-91.5,21.1,21.1,19.5,2025-06-28,-0.10000000000000053,0.4121121533463446,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1093,2025-06-28 12:28:00,52.63205,5.2863,3.61,394.6,335.5,4.9,311.2,4.8,237.5,-98.0,19.5,-84.0,19.4,19.4,19.5,2025-06-28,0.5,0.42708845365000847,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1094,2025-06-28 12:33:00,52.6370117,5.2780167,3.14,395.0,,4.7,313.8,5.3,208.1,-105.7,16.6,-87.0,16.0,17.1,19.5,2025-06-28,-0.5,0.4244459904209251,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1095,2025-06-28 12:38:00,52.6416733,5.269515,3.91,395.3,,4.0,309.7,4.8,211.1,-98.6,16.9,-82.5,16.9,16.9,19.5,2025-06-28,-0.20000000000000018,0.4178282892536069,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1096,2025-06-28 12:43:00,52.6458833,5.2605283,3.71,395.6,,4.4,301.0,4.6,200.7,-100.3,15.6,-83.5,15.5,17.7,19.5,2025-06-28,0.6000000000000005,0.4139687047414594,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1097,2025-06-28 12:48:00,52.6504667,5.2514717,3.58,396.0,336.3,4.5,313.1,5.2,228.8,-107.5,16.8,-89.5,16.0,16.8,19.5,2025-06-28,-0.7000000000000002,0.4299784971100205,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1098,2025-06-28 12:53:00,52.654505,5.2421767,3.57,396.3,,4.2,303.0,4.5,205.9,-97.1,14.8,-79.5,14.9,15.8,19.5,2025-06-28,-0.09999999999999964,0.4167775003067139,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1099,2025-06-28 12:58:00,52.65045,5.24003,3.34,396.7,,4.0,182.6,4.4,166.6,-16.0,15.4,-12.5,19.7,19.7,19.5,2025-06-28,,0.2559298309421567,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1100,2025-06-28 13:03:00,52.6443833,5.2394817,3.46,,,,,,,,,,,,,2025-06-28,,0.3651058990077177,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1101,2025-06-28 13:08:00,52.63786,5.2398683,3.25,,,,,,,,,,,,,2025-06-28,,0.3922494920569972,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1102,2025-06-28 13:13:00,52.631895,5.2388917,3.53,397.7,,4.2,182.5,4.6,178.3,-4.2,11.3,-3.0,15.9,0.0,19.5,2025-06-28,0.5,0.36021197996377624,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1103,2025-06-28 13:18:00,52.62551,5.2378783,3.66,398.0,,4.4,183.6,5.1,181.2,-2.4,8.4,-1.5,13.5,15.4,19.5,2025-06-28,,0.3854617586866418,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1104,2025-06-28 13:23:00,52.61901,5.236905,3.67,,,,,,,,,,,,,2025-06-28,,0.3922063963328276,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1105,2025-06-28 13:28:00,52.6133183,5.235585,3.53,398.7,142.8,3.4,190.4,3.7,151.5,8.7,10.5,6.5,14.2,15.4,19.5,2025-06-28,-0.6000000000000001,0.3453978713115012,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1106,2025-06-28 13:33:00,52.6078717,5.2353,3.76,399.0,,2.8,183.8,3.1,170.4,-13.4,11.0,-10.5,14.1,16.3,19.5,2025-06-28,1.4999999999999996,0.32746055263038265,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1107,2025-06-28 13:38:00,52.6041133,5.2332183,4.06,399.2,40.9,4.2,296.7,4.6,301.7,-99.2,17.0,-83.5,16.9,17.2,19.5,2025-06-28,-1.7999999999999998,0.23828286206985644,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1108,2025-06-28 13:43:00,52.6071167,5.22652,4.02,399.5,31.2,2.3,317.9,2.8,295.0,-96.2,16.5,-86.5,16.5,16.5,19.5,2025-06-28,2.1000000000000005,0.30385205120125824,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1109,2025-06-28 13:48:00,52.6112617,5.2186683,4.06,399.8,31.9,4.5,310.3,4.9,291.4,-100.5,14.4,-81.0,14.4,15.5,19.5,2025-06-28,-0.10000000000000053,0.37964538953502547,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1110,2025-06-28 13:53:00,52.6161633,5.21055,3.91,400.2,36.3,4.7,313.1,4.8,298.7,-97.6,15.2,-79.5,15.3,16.8,19.5,2025-06-28,0.20000000000000018,0.41772944329301076,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1111,2025-06-28 13:58:00,52.62099,5.2024483,3.76,400.5,37.7,4.5,311.4,5.0,280.8,-116.9,16.4,-99.5,14.8,14.8,20.0,2025-06-28,-0.5999999999999996,0.41411213381758594,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1112,2025-06-28 14:03:00,52.6254567,5.194155,3.97,401.0,36.4,4.2,320.1,4.4,298.0,-98.4,14.0,-80.5,14.1,15.0,19.5,2025-06-28,-0.40000000000000036,0.40443709247712983,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1113,2025-06-28 14:08:00,52.6219333,5.193515,3.59,401.2,133.6,3.8,178.6,4.0,163.0,29.4,9.0,20.5,12.7,13.0,19.5,2025-06-28,-0.7000000000000002,0.21301030287216735,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1114,2025-06-28 14:13:00,52.61684,5.1934667,3.79,401.5,134.6,3.6,184.8,3.3,170.4,35.8,8.5,26.0,11.4,12.4,20.0,2025-06-28,,0.3060700573640013,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1115,2025-06-28 14:18:00,52.611185,5.1915817,3.87,,,,,,,,,,,,,2025-06-28,,0.34670867011867973,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1116,2025-06-28 14:23:00,52.605355,5.1894417,3.74,,,,,,,,,,,,,2025-06-28,,0.35893253248534834,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1117,2025-06-28 14:28:00,52.60454,5.184745,4.11,402.5,36.4,3.8,316.2,4.9,307.9,-88.5,13.9,-69.5,14.9,15.9,19.5,2025-06-28,0.0,0.17826143720214385,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1118,2025-06-28 14:33:00,52.6089917,5.1760817,4.13,402.8,37.7,2.6,306.6,4.9,291.4,-106.3,15.9,-88.5,15.3,15.3,20.0,2025-06-28,-0.3000000000000007,0.4141378986684348,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1119,2025-06-28 14:38:00,52.6135917,5.1674333,4.13,403.1,39.4,4.5,314.9,4.6,298.5,-100.9,16.5,-85.0,16.3,17.0,20.0,2025-06-28,1.0,0.4195156826230198,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1120,2025-06-28 14:43:00,52.6149033,5.1619283,3.62,403.5,144.0,4.7,181.5,5.6,170.3,26.3,10.0,17.0,15.2,15.8,19.5,2025-06-28,-0.6999999999999993,0.21576773690505638,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1121,2025-06-28 14:48:00,52.6081033,5.16188,4.08,403.8,135.1,4.5,176.2,4.9,140.1,5.0,11.0,3.5,15.9,15.9,20.0,2025-06-28,-0.20000000000000018,0.4086272664152494,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1122,2025-06-28 14:53:00,52.6015933,5.16086,3.87,404.2,148.9,4.2,187.8,4.7,145.3,-3.6,10.4,-2.5,15.1,15.1,19.5,2025-06-28,0.09999999999999964,0.3929639026025408,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1123,2025-06-28 14:58:00,52.5949217,5.159785,3.9,404.5,145.0,4.2,187.2,4.8,139.2,-5.8,10.2,-4.0,15.0,18.2,19.5,2025-06-28,0.40000000000000036,0.4028232041433334,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1124,2025-06-28 15:03:00,52.5955867,5.154445,4.08,405.0,344.9,4.5,316.2,5.2,234.8,-110.1,14.2,-89.0,13.4,16.2,20.0,2025-06-28,0.0,0.19897575493436118,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1125,2025-06-28 15:08:00,52.6000633,5.14626,4.68,405.2,,4.4,307.8,5.2,196.3,-111.5,16.9,-93.5,15.8,15.8,20.0,2025-06-28,0.5999999999999996,0.4020171248552309,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1126,2025-06-28 15:13:00,52.6044667,5.1375983,9.11,405.5,,4.5,309.7,5.8,203.4,-106.3,18.3,-88.0,17.6,17.6,20.0,2025-06-28,-0.7999999999999998,0.41224917994549476,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1127,2025-06-28 15:18:00,52.6088333,5.1287433,4.1,406.0,330.2,4.4,307.1,5.0,227.1,-103.1,15.9,-85.0,15.6,17.0,20.0,2025-06-28,-0.5999999999999996,0.4162609036688364,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1128,2025-06-28 15:23:00,52.6132533,5.119815,4.18,406.2,328.0,4.0,303.0,4.4,226.0,-102.0,18.9,-88.5,18.5,21.1,20.0,2025-06-28,1.0,0.42033565004650925,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1129,2025-06-28 15:28:00,52.6177583,5.111345,3.75,406.6,336.1,4.5,311.9,5.4,228.5,-107.6,17.9,-90.0,17.1,17.1,20.0,2025-06-28,0.09999999999999964,0.4108351139181666,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1130,2025-06-28 15:33:00,52.6215667,5.1030883,3.95,407.0,338.5,4.5,313.4,5.5,229.6,-108.9,17.2,-90.5,16.3,16.3,20.0,2025-06-28,-1.7000000000000002,0.37829498744693457,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1131,2025-06-28 15:38:00,52.6253567,5.0949033,3.82,407.2,317.9,3.3,299.2,3.8,232.5,-85.4,14.7,-71.5,15.5,15.7,20.0,2025-06-28,0.9000000000000004,0.3755233349748929,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1132,2025-06-28 15:43:00,52.6286183,5.0867833,0.0,407.5,323.8,4.4,296.4,4.7,221.0,-102.8,15.8,-85.5,15.5,17.8,20.0,2025-06-28,-0.9000000000000004,0.3551597866286619,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1133,2025-06-28 15:48:00,52.631595,5.07945,3.27,407.8,329.0,3.4,307.3,3.8,245.5,-83.5,14.0,-69.0,14.9,15.4,20.0,2025-06-28,,0.3217695751946795,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1134,2025-06-28 15:53:00,52.6296017,5.0737033,3.2,,,,,,,,,,,,,2025-06-28,,0.24140982902504118,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1135,2025-06-28 15:58:00,52.63056,5.067285,3.88,408.5,40.7,4.7,319.4,5.2,299.5,-101.2,14.9,-81.0,14.8,15.5,20.0,2025-06-28,,0.24107457751748804,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1136,2025-06-28 16:03:00,52.6347483,5.0650617,2.16,,,,,,,,,,,,,2025-06-28,,0.264421591671561,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1137,2025-06-28 16:08:00,52.6376383,5.0646083,3.1,,,,,,,,,,,,,2025-06-28,,0.17445032723396867,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1138,2025-06-28 16:13:00,52.6379233,5.0664483,2.81,,,,,,,,,,,,,2025-06-28,,0.06924995690828074,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1139,2025-06-28 16:29:00,52.6379683,5.0664767,2.64,408.8,83.5,0.0,,0.0,219.9,,,136.0,3.6,4.1,21.0,2025-06-28,0.8,0.0028956642631103526,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1140,2025-06-28 16:42:00,52.6379417,5.066285,2.6,408.8,,0.0,234.4,0.8,19.7,145.3,6.0,140.5,5.4,6.9,21.0,2025-06-28,1.0999999999999999,0.007171065053174796,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1141,2025-06-28 16:47:00,52.6369183,5.0643683,2.49,409.0,148.0,1.9,178.6,1.9,159.2,11.2,4.6,8.0,6.5,6.5,20.5,2025-06-28,-1.7,0.09309934394636313,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1142,2025-06-28 16:52:00,52.635055,5.0649483,2.05,409.0,,0.0,,0.2,,,,-63.5,9.7,9.7,20.5,2025-06-28,3.1999999999999997,0.1139491568827881,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1143,2025-06-28 16:57:00,52.6328117,5.0649317,3.3,409.2,,3.1,144.4,3.4,201.4,57.0,11.0,44.5,13.2,13.2,20.5,2025-06-28,1.6,0.13480503894910217,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1144,2025-06-28 17:02:00,52.629125,5.0727217,3.25,409.5,110.5,4.5,131.0,5.0,182.0,71.5,11.4,51.5,13.8,14.1,20.0,2025-06-28,-0.40000000000000036,0.3602836220346591,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1145,2025-06-28 17:07:00,52.6255083,5.08225,3.19,410.0,95.5,4.4,129.0,4.6,174.2,78.7,9.6,55.5,11.5,11.5,20.0,2025-06-28,0.10000000000000053,0.40990777554803076,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1146,2025-06-28 17:12:00,52.6212483,5.0900483,3.44,410.2,,4.0,126.3,4.7,212.6,86.3,9.0,59.5,10.4,10.9,20.0,2025-06-28,-0.10000000000000053,0.382695260306091,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
1147,2025-06-28 17:17:00,52.61789,5.098325,3.65,410.5,82.6,3.8,118.4,4.6,192.7,110.1,10.1,83.5,9.6,9.7,20.0,2025-06-28,-2.6999999999999997,0.3631796101576382,2025-06-28 - Marker Wadden -Hoorn.md,2025-06-28,- Marker Wadden -Hoorn, Marker Wadden ,,Hoorn
